X,Y,Label
-27.640416148054737,46.32225394406113,Outlier
-48.78455253101836,46.98788267076391,Outlier
-45.68400880494239,39.11431136980711,Outlier
2.770110908629988,49.29647961193004,Outlier
-42.62034352646011,5.385428440132081,Outlier
46.93025356190989,2.309784417014882,Outlier
12.939863813526252,19.574868898461716,Outlier
-4.545893523222674,12.755808008406348,Outlier
8.431431192310022,40.11580104909889,Outlier
-45.45536196585421,-21.903681040776966,Outlier
45.04114840765587,39.02637838909163,Outlier
-4.434324721428709,12.013259780153675,Outlier
-22.261881701886733,-31.18788402762387,Outlier
-3.6301595060017817,-14.66477719739472,Outlier
8.365611185087204,-42.22653630350152,Outlier
47.439480766616654,48.62107444796028,Outlier
19.816171401974515,3.609636634412041,Outlier
